Shrub_ID,D1,D2,H,Volume,S.density grouping,Canopy,Skat.2013,Skat.2014,X,Y,RDM.2013,RDM.2014,Shrub.density,Dx,Burrows,Trails
1,5.1,3.5,1.6,14.95,2,7,1,0,697267.9637,4062667.19,0.582727909,1.035003901,0.002228318,,,
2,2.6,2.8,1.1,4.19,2,10,0,0,697272.85,4062667.19,1.087432742,0.77066958,0.00228031,,,
3,2.8,1.6,1.4,3.28,2,8,0,0,697277.7362,4062676.294,1.551373363,1.020897508,0.002722799,,,
4,3.4,2.9,1.5,7.74,2,6,0,0,697282.6225,4062685.399,2.562836647,0.965564311,0.002854859,,,
5,2.9,3.6,1.5,8.2,2,4,0,0,697277.5545,4062695.828,6.442046165,1.27820158,0.003084012,,,
6,2.7,2.6,0.8,2.94,2,5,0,0,697277.3831,4062707.147,8.628020287,1.687330246,0.002632798,,,
7,2.3,1.7,1,2.05,2,6,0,0,697283.7757,4062712.956,9.759580612,1.321230292,0.002537653,,,
8,2.5,2.6,1.6,5.45,2,3,0,0,697286.3443,4062702.358,7.915065289,0.997401714,0.002854859,,,
9,2.9,2.3,1.1,3.84,2,6,0,0,697285.1241,4062697.113,5.027719975,0.992733598,0.002469915,,,
10,3.1,3.6,1.8,10.52,2,7,0,0,697271.0511,4062725.873,6.834246159,2.03653121,0.002015125,18.19333333,3,0
11,2.5,2.8,1,3.67,2,2,0,0,697290.0735,4062730.641,4.18708849,1.928268552,0.001638502,,,
12,1.5,1.3,0.8,0.82,2,8,0,0,697267.3357,4062755.205,5.409973621,2.298109055,0.001698039,,,
13,2.2,2.2,1.3,3.29,2,8,0,0,697269.3575,4062760.58,6.942149162,2.089686871,0.002104711,15.76666667,4,4
14,2,2.3,1.3,3.13,2,9,0,0,697256.9193,4062761.07,6.150328636,1.580214143,0.00311926,,,
15,5.2,4.1,1.8,20.09,2,3,0,0,697242.3519,4062760.846,2.945753574,1.721379042,0.003434217,,,
16,3.1,3.5,1.5,8.52,2,3,0,0,697231.8127,4062775.922,5.599879742,1.4256953,0.003740633,,,
17,4.78,6.2,2.15,33.36,2,4.5,0,0,697231.4835,4062770.808,6.290275097,1.413708448,0.003313889,,,
18,4,3.5,1.8,13.19,2,5,0,0,697232.4282,4062764.724,2.876213789,1.829805732,0.002816746,,,
19,5,4.7,1.8,22.15,2,6,0,0,697232.641,4062724.433,2.367727041,1.932037473,0.00095162,,,
20,5.5,6.4,2,36.86,2,4,0,0,697229.1387,4062705.702,1.968562722,1.596901536,0.00095162,,,
21,2.1,1.7,1.8,3.36,2,5,0,0,697229.1387,4062705.702,1.968562722,1.596901536,0.00095162,,,
22,3.3,3.1,1.5,8.03,2,9,0,0,697256.5415,4062657.156,0.057823014,0.654188752,0.001586033,,,
23,4.3,3.6,1.4,11.35,2,8,0,0,697262.7917,4062641.981,1.021729708,0.160401598,0.001586033,,,
24,4.7,3.1,1.5,11.44,2,5,0,0,697273.7192,4062621.696,1.086491108,0.334020495,0.000634413,,,
25,4.3,3.8,1.5,12.83,2,8,0,0,697274.4857,4062790.227,3.84706831,2.833235979,0.003074172,,,
26,2.7,2.7,1,3.82,2,8,0,0,697294.3511,4062773.922,12.5200386,1.441747427,0.001347118,,,
27,4.1,3.7,1.2,9.53,2,7,0,0,697288.0088,4062793.092,6.825844765,2.87902379,0.001644435,15.35,7,3
28,3.6,3.6,1.2,8.14,2,8,0,0,697279.9437,4062801.676,2.930839062,3.164548397,0.0023581,,,
29,2.6,2.4,1.2,3.92,2,0,0,0,697295.7642,4062813.474,3.717809916,2.434756994,0.002396541,,,
30,4.7,3.9,1.5,14.4,2,7,0,0,697304.8397,4062827.005,4.678003788,3.105525494,0.001509251,,,
31,5.3,4.3,1.8,21.48,2,7,0,0,697307.8978,4062837.843,10.89518738,3.462647915,0.002467377,,,
32,2.9,2.9,1.1,4.84,2,10,0,0,697309.6923,4062845.322,5.155793667,3.725800753,0.002468585,,,
33,2.3,2.3,1.2,3.32,2,9,0,0,697267.4642,4062819.483,7.42775631,2.468368769,0.003726622,,,
34,2.2,2.4,1,2.76,2,7,0,0,697265.9882,4062833.103,9.571037292,2.002275229,0.004000547,,,
35,1.5,1.7,1,1.34,2,10,0,0,697262.825,4062834.584,10.96361828,2.300938368,0.003916183,,,
36,1,0.6,0.7,0.22,2,10,0,0,697264.0633,4062831.282,9.775492668,2.197652102,0.003839922,,,
37,4.1,3.5,1.7,12.77,2,8,0,0,697268.661,4062837.383,11.54685307,2.353012085,0.004023789,,,
38,3.2,2.6,1.2,5.23,2,8,0,0,697275.0461,4062835.754,11.28787327,2.388952017,0.003954075,,,
39,1.7,2.1,1.1,2.06,2,7,0,0,697280.0624,4062846.971,12.60861397,3.032647848,0.005116056,,,
40,2,2,0.7,1.47,2,9,0,0,697260.4045,4062846.518,15.45697021,2.992639303,0.004440892,,,
41,5.7,6.6,3.6,70.91,2,10,0,0,697238.1376,4062839.011,13.43883324,2.506487846,0.002905194,,,
42,2.9,2.7,1.3,5.33,2,2,0,0,697240.4505,4062839.508,15.29260826,2.628043652,0.002853528,,,
43,4.2,4.3,1.5,14.18,2,5,0,0,697224.9314,4062818.503,7.375297546,0.921904504,0.002222338,,,
44,4.4,3.4,2,15.67,2,4,0,0,697225.598,4062808.971,6.674341202,0.559673667,0.002533491,5.4,2,3
45,2.2,2.1,1.5,3.63,2,6,0,0,697222.2971,4062804.788,5.76249361,0.605806589,0.002778411,,,
46,3.2,3.3,1.9,10.51,2,6,0,0,697221.1304,4062801.097,5.901783943,0.740228593,0.003096005,,,
47,3.7,2.8,1.3,7.05,2,8,0,0,697249.4634,4062805.303,5.302103043,1.843935013,0.004177536,,,
48,4,4.4,1.1,10.14,2,6,0,0,697251.6849,4062790.367,5.170566082,2.048469782,0.003873859,8.19,0,2
49,3,2.6,0.9,3.68,2,7,0,0,697248.139,4062781.294,5.038375378,2.058034182,0.00404829,7.85,1,2
50,4.5,3.6,1.8,15.27,2,5,0,0,697244.2864,4062785.535,5.605894566,1.92624414,0.004410059,5.07,2,3
51,3.5,3.6,1.6,10.56,2,5,0,0,697238.1413,4062788.39,7.529345512,1.778471947,0.003913649,10.03,2,5
52,5.9,6.6,2.1,42.82,2,7,0,0,697205.2308,4062781.082,2.609852791,1.498072028,0.001785428,16.79,4,8
53,4.1,4,0.9,7.73,2,4,0,0,697279.5057,4062851.731,12.70313835,3.408957243,0.004771152,,,
54,2,2.8,0.8,2.35,2,7,0,0,697286.7713,4062858.448,12.172822,3.690041542,0.004428287,,,
55,3.9,2.7,1.5,8.27,2,7,0,0,697305.4692,4062861.765,8.852051735,4.518601418,0.003172066,,,
56,4.6,3.7,1.5,13.37,2,4,0,0,697313.9191,4062875.281,12.25582027,3.524012804,0.003172066,,,
57,2,2.2,0.8,1.84,2,5,0,0,697288.7237,4062878.475,15.69738674,4.865007877,0.003935664,,,
58,2.4,3.4,1,4.27,2,5,0,0,697287.5136,4062876.671,15.22667122,4.881540298,0.004036642,,,
59,5.4,2.7,1.1,8.4,2,3,0,0,697282.326,4062876.773,13.77204323,5.131548882,0.004300586,,,
60,3.1,2.3,1.3,4.85,2,6,0,0,697268.9616,4062863.144,9.003207207,4.407445908,0.004524138,,,
61,2.8,2.7,1,3.96,2,9,0,0,697261.3964,4062888.835,10.84455204,5.427655697,0.002696012,,,
62,3.2,2.7,1.2,5.43,2,4,0,0,697261.1128,4062897.265,7.422729492,5.460683823,0.002293868,,,
63,2.9,2.5,1.2,4.56,2,7,0,0,697299.3128,4062896.148,12.97734451,4.082183361,0.002854859,,,
64,2.4,2.2,1.1,3.04,2,5,0,0,697297.5028,4062897.105,14.03380394,4.145676136,0.002854859,,,
65,3.6,4.1,1.7,13.14,2,7,0,0,697302.259,4062896.327,12.94705009,3.91206789,0.002828915,,,
66,2.3,2.3,0.8,2.22,2,3,0,0,697287.7781,4062911.756,8.495334625,3.824005604,0.002371172,,,
67,5.2,4.7,1.6,20.47,2,4,0,0,697279.9583,4062913.574,9.797991753,3.973748922,0.002763864,,,
68,1.5,3.1,1.4,3.41,2,3,0,0,697275.4443,4062927.124,5.119946957,2.554446459,0.002506128,,,
69,7.5,7.9,2.1,65.15,2,5,0,0,697256.7772,4062922.476,3.962082148,3.746718407,0.002686502,,,
70,3.6,2.5,1,4.71,2,10,0,0,697248.2473,4062939.597,2.100498438,3.920686245,0.002727139,,,
71,3.6,4,1.2,9.05,2,9,0,0,697250.1234,4062951.296,4.573806286,3.317151546,0.002547752,,,
72,3.9,3.1,1.5,9.5,2,7,0,0,697254.2438,4062954.832,5.376422882,2.497478008,0.002289223,8.63,1,4
73,5.1,3.2,1.4,11.96,2,7,0,0,697272.3853,4062947.369,13.28024864,1.396285653,0.002888387,13.05,4,6
74,2.3,1,0.8,0.96,2,3,0,0,697276.4801,4062952.015,12.20398426,1.18122232,0.002419694,9.73,4,1
75,6.8,5.4,1.2,23.07,2,8,0,0,697287.9606,4062954.277,13.5177002,1.458872914,0.001317582,19.99,3,7
76,4.3,2.6,1.1,6.44,2,8,0,0,697258.7903,4062967.037,14.25236702,1.76390028,0.002093863,16.57,6,6
77,3.5,4.9,1.5,13.47,2,4,0,0,697228.6076,4063039.275,6.470889568,6.693620205,0.000928891,37.53333333,8,7
78,4.9,4.2,1.7,18.32,2,5,1,0,697199.4941,4063041.824,4.653241634,11.80771065,0.00084172,27.43666667,13,10
79,6.1,5.6,1.9,33.98,2,5,1,0,697226.7345,4063008.038,3.975512266,3.071834087,0.000905389,32.86666667,7,9
80,2,2,1,2.09,2,3,0,0,697199.9314,4063003.425,1.976987123,8.082052231,0.000634413,,,
81,4.6,3.7,1.5,13.37,2,8,0,0,697208.3238,4062965.097,2.915455818,4.131126404,0.000535703,,,
82,6.2,5.3,1.2,20.65,2,6,0,0,697231.6607,4062945.542,3.901022434,4.336822033,0.001477901,14.63,3,5
83,6.7,5.3,1.5,27.89,2,5,0,0,697241.3248,4062898.586,13.32035637,4.624540329,0.001268826,21.87,1,7
84,8.3,6.7,2,58.23,2,6,0,0,697240.5495,4062866.264,2.728655815,4.526287079,0.001886363,24.07,3,9
85,3.6,3.5,1.5,9.9,2,10,0,0,697205.5505,4063112.677,6.003079414,5.356284618,0.002250239,,,
86,4.4,4.1,1.3,12.28,2,5,0,0,697270.066,4063075.199,8.59671402,11.80853653,0.001268826,,,
87,1.7,1.3,0.9,1.04,2,6,0,0,697261.432,4063077.442,7.71275425,10.82586956,0.001586033,7.23,1,2
88,3.3,1.5,0.9,2.33,2,6,0,0,697259.9282,4063080.627,8.392770767,11.60151768,0.001586033,8.87,4,1
89,3.7,2.2,1,4.26,2,5,0,0,697249.1905,4063088.816,9.879372597,11.2970562,0.001586033,,,
90,2.6,2.7,0.9,3.31,2,0,0,0,697247.5486,4063101.878,9.567908287,14.23711395,0.001757444,,,
91,4.6,4,1.4,13.49,2,8,0,0,697254.0757,4063125.118,10.05420399,9.817329407,0.001216365,,,
92,2.9,2.6,1.4,5.53,2,0,0,0,697231.8194,4063128.824,7.443191051,11.46532822,0.001698946,,,
93,2.1,2.5,1.3,3.57,2,7,0,0,697209.0222,4063124.968,5.726096153,7.259711266,0.002220446,10.66666667,0,2
94,3.5,2.1,1.1,4.23,2,6,0,0,697201.5678,4063122.576,6.229221821,4.599264145,0.002329813,,,
95,3.2,3.1,1.4,7.27,2,4,0,0,697196.314,4063121.678,5.425414085,3.153199673,0.002537653,,,
96,2.8,2.5,1.2,4.4,2,1,0,0,697195.8899,4063136.211,4.119497299,5.096074104,0.002278548,,,
97,2.8,3.4,1.4,6.98,2,7,0,0,697188.9229,4063139.824,4.913752079,4.522604465,0.002581675,,,
98,3.5,3,1.6,8.8,2,4,0,0,697235.416,4063147.334,6.609622002,10.92457962,0.001200747,25.36666667,6,5
99,4.2,2.3,1.2,6.07,2,3,0,0,697233.1639,4063163.601,8.315073013,9.129667282,0.001268826,,,
100,3.9,3.8,1.7,13.19,2,3,0,0,697169.1021,4063150.358,7.224388123,4.396848679,0.002127246,,,
101,2.7,2,1.5,4.24,2,5,0,0,697165.0199,4063156.813,6.63598156,3.765366077,0.002516638,,,
102,4.1,0,1.7,10.22,2,2,0,0,697145.4014,4063135.269,3.089294195,4.924665928,0.002796134,17.63333333,5,3
103,5.6,3.2,1.6,15.01,2,5,0,0,697135.1441,4063118.715,3.198038101,5.287973404,0.001329465,,,
104,3,2.6,1.4,5.72,2,6,1,0,697130.4851,4063115.277,7.605391979,7.225037098,0.001257895,,,
105,4.7,4.8,1.7,20.08,2,2,0,0,697158.5746,4063118.366,4.051228523,5.908001423,0.001723623,,,
106,4.3,4.1,1.9,17.54,2,6,0,0,697169.1666,4063116.501,5.883913517,5.310062885,0.001903975,,,
107,3.6,4.5,2,16.96,2,7,0,0,697182.7586,4063096.943,3.174701452,3.997606993,0.0020481,20.91666667,5,3
108,4.1,2.3,0.7,3.46,2,0,0,0,697189.6238,4063074.456,2.497557402,4.233401775,0.00095162,,,
109,3.9,3.7,1.9,14.36,2,6,1,0,697181.4648,4063067.718,4.868175983,6.006440639,0.001093081,18.01,4,10
110,3.8,4,1.7,13.53,2,8,0,0,697215.8548,4063185.404,13.50354576,6.214617252,0.001268826,14.78333333,2,6
111,4.11,3.8,1.5,12.27,2,6,0,0,697224.2384,4063186.263,8.58039856,8.16864109,0.001268826,15.07333333,2,7
112,3.49,3.3,1.25,7.54,2,3,0,0,697201.1067,4063193.057,11.61568165,4.664485455,0.002220446,16.71666667,7,5
113,2.42,2.25,1,2.85,2,4,0,0,697188.2423,4063212.076,11.83094978,5.213627815,0.002460258,,,
114,3.2,3.1,1.55,8.05,2,6,0,0,697181.3242,4063205.811,3.505025387,5.362333775,0.003381555,,,
115,2.5,2.45,1.4,4.49,2,7,0,0,697175.7921,4063205.351,4.495587349,4.959824085,0.003525982,,,
116,2.28,2,0.95,2.27,2,4,0,0,697179.92,4063208.554,4.420042038,4.986065388,0.003303636,,,
117,4.1,3.5,1.11,8.34,2,4,0,0,697166.1396,4063213.01,8.240912437,5.028507233,0.003489272,9.53,7,4
118,5.2,3.8,1.23,12.73,2,5,0,0,697161.442,4063226.778,9.559895515,5.288175583,0.003104055,11.26333333,2,3
119,3.2,3.15,1.25,6.6,2,6,0,0,697156.2218,4063205.011,5.557690144,5.509449005,0.00483802,,,
120,3.45,3.15,1.05,5.97,2,7,0,0,697164.2993,4063195.872,2.732089043,4.132212162,0.003701223,11.52666667,8,8
121,4.2,3.9,1,8.58,2,5,0,0,697162.0938,4063186.83,2.952770233,3.498012304,0.003717434,9.57,8,6
122,1.78,1.67,0.95,1.48,2,4,0,0,697157.8407,4063185.177,3.65478301,3.453974485,0.003781761,8.87,1,1
123,4.45,3.2,1.73,12.9,2,7,0,0,697144.2846,4063207.067,12.34423256,4.666087151,0.004440892,4.47,1,1
124,2.65,2.48,1.74,5.99,2,3,0,0,697131.4946,4063211.213,3.395221472,3.891653538,0.003313209,3.7,3,0
125,3.76,2.97,1.02,5.96,2,6,0,0,697129.654,4063213.502,3.146802664,3.881361723,0.003282528,3.23,2,1
126,2.53,2.53,0.91,3.05,2,4,0,0,697131.5584,4063216.21,2.52179575,4.017976284,0.003250698,9.27,6,0
127,4.14,2.88,1,6.24,2,3,0,0,697136.6307,4063228.871,6.244924068,4.080268383,0.003489272,9.3,1,3
128,3.42,2.56,1.16,5.32,2,5,0,0,697126.1002,4063224.188,2.003823042,3.238343477,0.003321786,6,4,1
129,5.1,3.63,1.49,14.44,3,7,0,0,697115.659,4063223.392,0.596529424,2.459992886,0.003795987,8.83,0,0
130,5.53,4.34,0.97,12.19,2,5,0,0,697113.4762,4063236.663,1.766556144,1.433830023,0.003173152,6,0,2
131,2.46,1.02,0.89,1.17,3,5,0,0,697105.6286,4063239.702,2.964588165,0.340850115,0.003880251,,,
132,3.4,2.3,0.97,3.97,2,5,0,0,697113.716,4063245.661,2.647430658,1.780094147,0.002794793,,,
133,2.8,3.3,0.89,4.31,2,6,0,0,697104.0406,4063254.319,1.348756433,0.426496297,0.003279851,,,
134,3,2.9,1.45,6.61,3,5,0,0,697090.7452,4063264.891,0.459372491,0.61738348,0.003992372,5.35,0,0
135,3.4,3.7,0.82,5.4,3,6,0,1,697087.5312,4063256.936,0.212037951,0.845255911,0.004088613,5.28,2,3
136,1.9,2,0.64,1.27,3,4,0,1,697081.7439,4063255.914,0.137882471,0.903564155,0.004137717,,,
137,2.5,3,1.4,5.5,3,4,1,1,697081.2665,4063261.121,0.270474195,0.951108098,0.004295069,6.066666667,1,1
138,0.65,0.7,0.93,0.22,3,2,0,0,697077.7384,4063266.812,0.560421169,1.174865723,0.004707104,5.84,0,2
139,2.8,3.45,0.97,4.91,3,7,0,0,697073.5415,4063270.49,0.891864777,1.793105602,0.005364235,6.783333333,2,4
140,3.8,4.8,1.12,10.7,3,6,0,0,697066.6209,4063252.68,0,1.304636717,0.00498257,14.19666667,2,2
141,2.25,1,0.77,0.91,3,5,0,0,697077.6033,4063241.61,0.031190122,0.575199842,0.004980423,,,
142,4.3,4.05,1.4,12.77,3,5,0,0,697056.0267,4063227.459,0,0.266633958,0.005648811,,,
143,2.15,2.1,1.07,2.53,3,3,0,0,697061.2014,4063224.026,0,0.2587277,0.005126265,,,
144,1.67,1.55,2.53,3.43,3,4,0,0,697062.3323,4063221.498,0,0.277162313,0.005667009,6.2,2,2
145,2.88,4.9,1.24,9.16,3,4,0,0,697061.0891,4063209.481,1.078570843,0.963047683,0.004983255,7.89,0,1
146,4.4,3.8,1.5,13.13,3,3,1,0,697055.0516,4063203.791,0.675124645,0.643420577,0.004200798,7.233333333,0,3
147,5.5,3.8,1.6,17.51,3,4,1,1,697064.9364,4063201.576,1.665714383,1.150996804,0.004846314,,,
148,3.4,3.8,1.1,7.44,3,5,1,1,697074.5555,4063210.901,0.020625416,0.45735538,0.004555604,8.51,2,1
149,4,3.9,1.6,13.07,3,6,1,0,697079.9471,4063217.464,0.033863541,0.348199219,0.004129209,8.82,1,1
150,2.53,2.72,1.46,5.26,3,4,0,0,697082.237,4063222.845,0.063749246,0.438348651,0.004587358,8.82,0,11
151,2.3,1.75,1.27,2.68,2,3,0,1,697086.5872,4063208.625,0.05617962,0.212048694,0.003389124,8.82,0,3
152,4.22,3.73,1.82,15,2,5,0,0,697090.6054,4063208.828,0.233696416,0.236975372,0.003031092,9.08,0,4
153,3.75,2.65,1.55,8.07,2,1,0,0,697098.6138,4063206.57,0.242893651,0.46103707,0.002655776,9.08,0,1
154,3.3,4.37,1.53,11.55,2,4,0,0,697124.0994,4063179.072,2.26227808,0.839420974,0.001345626,14.21666667,3,5
155,5.5,5.2,1.9,28.45,2,7,1,1,697133.2589,4063192.826,3.773242474,3.102274895,0.003443649,,,
156,4.26,3.95,1.43,12.6,2,5,0,0,697130.52,4063172.004,2.524341345,1.530469298,0.002200743,14.46333333,12,12
157,5.42,5.09,1.59,22.97,2,5,0,0,697133.1548,4063158.521,4.557208538,2.430210829,0.002115085,13.13333333,2,1
158,3.82,2.49,1.33,6.62,2,0,0,0,697149.4015,4063151.791,5.079460621,3.358320951,0.002220446,,,
159,2.5,2.2,1.3,3.74,2,8,1,0,697159.6102,4063166.569,5.875579834,3.254158258,0.002854859,,,
160,3.8,4,1.12,8.91,3,5,0,0,697070.9656,4063277.535,1.478896976,2.209931135,0.005459402,,,
161,3.4,3.5,1.72,10.72,3,5,0,0,697083.4438,4063286.925,2.508885622,1.735577822,0.003263702,8.966666667,2,6
162,2.8,2.8,0.97,3.98,3,5,0,0,697082.5298,4063299.448,3.666121006,3.508858442,0.001783083,11.15,2,2
163,4.3,4.1,1.63,15.05,3,4,0,0,697068.844,4063295.914,4.350525379,2.871015549,0.003151313,,,
164,5,4.75,1.17,14.55,3,6,0,0,697051.6022,4063291.521,3.387563467,3.047639847,0.003948579,,,
165,4.6,3.9,2.15,20.2,3,5,0,0,697049.7335,4063283.374,4.364216328,3.304659843,0.004146194,,,
166,3.3,2.3,0.97,3.85,3,5,0,0,697053.0651,4063270.684,3.403878212,2.851406097,0.004938121,,,
167,3.8,2.7,0.97,5.21,3,4,0,0,697049.2256,4063270.485,2.730338097,2.798062325,0.004771771,4.8,7,4
168,5.4,3.5,0.94,9.3,3,7,0,0,697051.1199,4063261.981,1.064097762,2.137363911,0.004684798,4.906666667,1,10
169,4.9,3.7,1.45,13.76,3,7,0,0,697042.1313,4063264.105,1.801912665,2.208999872,0.005205011,,,
170,4,2.7,0.89,5.03,3,4,0,0,697037.4442,4063269.659,1.473559976,2.383542061,0.004805035,,,
171,2.9,2.3,0.97,3.39,3,4,0,0,697038.6108,4063281.12,3.081497192,2.761554718,0.00459487,,,
172,4.5,3.3,1.37,10.65,3,5,0,0,697042.0877,4063297.074,2.735991478,2.352355719,0.003742403,,,
173,4,2.6,1.19,6.48,3,4,0,0,697028.458,4063310.526,2.330767155,1.235167265,0.002424484,8.466666667,2,3
174,1.7,1.5,0.94,1.26,3,3,0,0,697018.7701,4063288.656,0.864347756,1.19462657,0.004263199,,,
